name,inst_type,entity,permco,dt_start,dt_end
Cape Fear Bank,Commercial Bank,2706016,44492,19900101,20090411
"Rainier Pacific Financial Group, Inc.",Commercial Bank,3201518,44503,20031021,20100301
First Marblehead Corporation,Thrift holding company,3866373,44512,20061130,20150630
"Coast Financial Holdings, Inc",Bank Holding Company,3155769,44618,19900101,20091230
Knbt Bancorp Inc.,Bank Holding Company,3199567,44622,20031103,20080201
Marlin Business Services Corp.,Bank Holding Company,3832583,44623,20090113,20181231
"Old Line Bancshares, Inc.",Bank Holding Company,3200221,44692,20031231,20181231
"First National Bankshares Of Florida, Inc.",Bank Holding Company,3217340,44706,19900101,20050101
Bank Of Oak Ridge,Commercial Bank,2903123,44812,20040130,20130731
Cheviot Financial Corp,Thrift holding company,4368735,44813,20120118,20160520
"Bancorp, Inc., The",Bank Holding Company,2858951,44891,20040203,20181231
Hilltop Holdings Inc,Bank Holding Company,3838727,44892,20121201,20181231
"Wilber Corporation, The",Bank Holding Company,1048670,44919,19900101,20110409
Clifton Savings Bancorp Inc,Thrift holding company,3264764,44993,20040331,20180329
Central Valley Community Bancorp,Bank Holding Company,2935405,44995,20040331,20181231
"Simplicity Bancorp, Inc.",Thrift holding company,4253073,44996,20101119,20150227
Signature Bank,Commercial Bank,2942690,44999,20040331,20181231
"Bank Holdings, The",Bank Holding Company,3192997,45001,19900101,20100618
"Newalliance Bancshares, Inc.",Bank Holding Company,3214095,45086,20040402,20110415
"Smithtown Bancorp, Incorporated",Bank Holding Company,1048997,45090,19900101,20101201
Sun American Bancorp,Bank Holding Company,2526764,45181,19900101,20100305
University Drive Branch,Commercial Bank,3035245,45195,19900101,20080401
"Southern Connecticut Bancorp, Inc",Bank Holding Company,3019946,45289,20040630,20130621
Bank Of Commerce Holdings,Bank Holding Company,1030040,45295,20040630,20181231
Access National Corporation,Bank Holding Company,3109904,45415,20040730,20181231
Xenith Bank,Commercial Bank,3153288,45434,20040730,20160729
Tamalpais Bancorp,Commercial Bank,3836442,45481,20040809,20100416
"Eurobancshares, Inc.",Bank Holding Company,3106864,45482,19900101,20090930
Placer Sierra Bancshares,Bank Holding Company,3084953,45485,19900101,20110801
"Snb Bancshares, Inc.",Bank Holding Company,2345077,45487,19900101,20060331
Southcoast Financial Corporation,Bank Holding Company,2794778,45527,20031128,20160616
"Southern First Bancshares, Inc.",Bank Holding Company,2849799,45559,20040930,20181231
Heritage Oaks Bancorp,Bank Holding Company,2253529,45560,20040930,20170331
Valley Bancorp,Bank Holding Company,2995164,45567,19900101,20061014
Atlantic Coast Financial Corporation,Thrift holding company,3840029,45707,20041029,20180525
Naugatuck Valley Financial Corp,Thrift holding company,3306806,45722,20041029,20160115
Psb Holdings Inc,Thrift holding company,3151994,45723,20041029,20160106
"Pb Bancorp, Inc.",Thrift Holding Company,3152003,45723,20160108,20181231
Si Financial Group Inc,Thrift holding company,3306815,45727,20041029,20181231
"Abington Bancorp, Inc",Bank Holding Company,3846535,45990,20041217,20110930
Ames National Corporation,Bank Holding Company,1202258,45993,20041231,20181231
Bank Of The Carolinas,Commercial Bank,2750699,45994,20041230,20060820
Bank Of The Carolinas Corporation,Bank Holding Company,3447398,45994,20060821,20120330
Carolina Trust Bank,Commercial Bank,2966614,45996,20041231,20181231
Community Bancorp,Commercial Bank,3124381,45997,20041210,20090817
First State Financial Corporation,Bank Holding Company,2621267,46002,20041210,20090807
"Home Federal Bancorp, Inc.",Bank Holding Company,3843057,46003,20071219,20140516
Ocean Shore Holding Company,Thrift holding company,3848285,46008,20041231,20161130
Citizens And Northern Corporation,Bank Holding Company,1143623,46103,20050131,20181231
"Summit Financial Group, Inc.",Bank Holding Company,1247679,46112,20050131,20181231
"Mercantile Bancorp, Inc.",Bank Holding Company,1099328,46159,20050228,20110930
Community Shores Bank Corporation,Bank Holding Company,2735333,46270,20050222,20101215
"Enterprise Bancorp, Inc.",Bank Holding Company,2461016,46272,20050228,20181231
Enterprise Financial Services Corp,Bank Holding Company,2303910,46273,20050228,20181231
Kearny Financial Corp,Thrift holding company,3099443,46281,20050228,20181231
Preferred Bank,Commercial Bank,1918344,46284,20050228,20181231
"Bofi Holding, Inc.",Thrift holding company,3814310,46441,20050331,20181231
"Commercefirst Bancorp, Inc.",Bank Holding Company,2897727,46442,20050301,20120331
Kentucky First Federal Bancorp,Thrift holding company,3824494,46443,20050331,20181231
"Prudential Bancorp, Inc. Of Pennsylvania",Bank Holding Company,3314584,46444,20050331,20181231
"Benjamin Franklin Bancorp, Inc.",Bank Holding Company,2333654,46556,20050405,20090409
Fedfirst Financial Corp New,Thrift holding company,3831296,46560,20050429,20141031
First Fed Northn Mi Bancorp Inc,Thrift holding company,3852107,46561,20050429,20151231
Liberty Bell Bank,Commercial Bank,3205253,46563,20050422,20081231
Northern Empire Bancshares,Bank Holding Company,1129887,46693,20050520,20070301
Plumas Bancorp,Bank Holding Company,3098576,46694,20050531,20181231
"Rockville Financial, Inc.",Bank Holding Company,2509413,46695,20050531,20181231
Bankfinancial Corporation,Thrift holding company,3035928,46844,20050630,20181231
"Beach First National Bancshares, Inc.",Bank Holding Company,2391243,46845,20050609,20100409
"Colonial Financial Services, Inc.",Thrift holding company,4201748,46847,20100713,20150331
"Heritage Financial Group, Inc.",Thrift holding company,3846469,46854,20050630,20150630
Southwest Community Bancorp,Bank Holding Company,3157473,46867,20050614,20060609
Western Alliance Bancorporation,Bank Holding Company,2349815,46890,20050630,20181231
"Fpb Bancorp, Inc.",Bank Holding Company,3049671,47016,20050721,20110418
Pacific State Bancorp,Bank Holding Company,3109605,47022,20050712,20100520
Pebble Creek Branch,Commercial Bank,3267185,47024,20050706,20081014
Temecula Valley Bancorp Inc.,Commercial Bank,3102585,47027,20050729,20090720
"United Financial Bancorp, Inc.",Thrift holding company,3866805,47028,20071203,20140430
"First Security Group, Inc.",Bank Holding Company,2836801,47209,20050831,20151030
"Ameriprise Financial, Inc.",Broker/Dealer,2433312,47422,20051031,20181231
"Community Bancshares, Inc.",Bank Holding Company,1129430,47437,20050920,20061107
Nexity Financial Corporation,Bank Holding Company,2836883,47444,20050921,20090206
"State National Bancshares, Inc.",Bank Holding Company,2442640,47446,20050930,20070103
"Appalachian Bancshares, Inc.",Commercial Bank,2468293,47875,20051006,20091022
Guaranty Bancorp,Bank Holding Company,3254952,47876,20051031,20181231
"First Business Financial Services, Inc.",Bank Holding Company,1247428,47877,20051031,20181231
"Investors Bancorp, Mhc",Bank Holding Company,2477754,47880,20051031,20181231
"Wauwatosa Holdings, Inc.",Bank Holding Company,3357394,47887,20051005,20070928
Waterstone Financial Inc,Thrift holding company,3851397,47887,20070929,20140122
Waterstone Financial Inc,Thrift holding company,4523431,47887,20140123,20181231
Bank Of Virginia,Commercial Bank,3198421,48767,20051130,20131231
Cordia Bancorp Inc,Bank Holding Company,4129002,48767,20140101,20160831
"First National Bancshares, Inc.",Bank Holding Company,2859565,48772,20051101,20100707
"Bcb Bancorp, Inc.",Bank Holding Company,3170539,49991,20051230,20181231
Capitalsouth Bancorp,Bank Holding Company,1925968,49992,20051213,20090319
Carolina National Corporation,Bank Holding Company,3109436,49993,20051215,20080201
"New England Bancshares, Inc.",Bank Holding Company,3137970,50001,20070712,20120930
"Connecticut Bank & Trust Company, The",Commercial Bank,3251081,50196,20060127,20120430
"Magyar Bancorp, Mhc",Bank Holding Company,3382855,50202,20060131,20181231
Americasbank Corp,Bank Holding Company,2826781,50483,20060313,20080711
United Community Bancorp,Thrift holding company,3848454,50495,20060331,20130108
United Community Bancorp,Thrift holding company,4460479,50495,20130109,20180914
Community Partners Bancorp,Bank Holding Company,3395668,50590,20060428,20181231
Lake Shore Bancorp Inc,Thrift holding company,3464313,50594,20060428,20181231
Valley Financial Corporation,Bank Holding Company,2314327,50602,20060428,20150630
Bay National Corporation,Bank Holding Company,2887652,50724,20060515,20100604
Community Valley Bancorp,Bank Holding Company,3108091,50730,20060501,20090925
"First Bancshares, Inc., The",Bank Holding Company,2385493,50731,20060531,20181231
Beverly National Corporation,Bank Holding Company,1115433,50828,20060619,20091030
Community Bankers Trust Corporation,Bank Holding Company,3687046,50830,20080601,20181231
"Home Bancshares, Inc.",Bank Holding Company,1491409,50861,20060630,20181231
"New Century Bancorp, Inc.",Bank Holding Company,3207659,50865,20060630,20181231
"Tennessee Commerce Bancorp, Inc.",Bank Holding Company,2916169,50872,20060609,20110930
"Chicopee Bancorp, Inc.",Bank Holding Company,3434633,50970,20060731,20161021
"Civitas Bankgroup, Inc.",Bank Holding Company,1493832,50972,20060718,20070518
First Clover Leaf Financial Corp,Thrift holding company,3438284,50973,20060731,20160908
Northeast Community Bancorp Inc,Thrift holding company,3435742,50976,20060731,20151231
Newport Bancorp Inc,Thrift holding company,3644160,50977,20060731,20130906
Roma Financial Corp,Thrift holding company,3464322,50978,20060731,20131206
Summit State Bank,Commercial Bank,561574,50979,20060731,20181231
Community National Bank Of The Lakeway Area,Commercial Bank,3183584,51108,20060816,20081218
"Hampton Roads Bankshares, Inc.",Bank Holding Company,3012554,51109,20060831,20171229
"Integrity Bancshares, Inc.",Bank Holding Company,2924360,51206,20060906,20080327
"Omni Financial Services, Inc.",Bank Holding Company,2868071,51207,20060929,20080721
"Porter Bancorp, Inc.",Bank Holding Company,1249712,51209,20060929,20181231
"Fox Chase Bancorp, Inc.",Thrift holding company,3846601,51309,20061031,20160630
"Tidelands Bancshares, Inc.",Bank Holding Company,3185476,51314,20061004,20110624
"Viewpoint Financial Group, Inc.",Bank holding company,4191465,51319,20100706,20181231
Citizens First Corporation,Bank Holding Company,2750952,51444,20061130,20181231
"Citizens Community Bancorp, Inc.",Thrift holding company,3823929,51445,20061130,20181231
"Southern National Bancorp Of Virginia, Inc.",Bank Holding Company,3325740,51457,20061130,20181231
"Wsb Financial Group, Inc.",Bank Holding Company,3350005,51567,20061214,20090508
Alliance Bancorp Inc Pa New,Thrift holding company,3846580,51650,20070131,20151009
"Hampden Bancorp, Inc.",Bank Holding Company,3228702,51654,20070131,20150417
Oritani Financial Corp New,Thrift holding company,2692892,51661,20070131,20181231
"First California Financial Group, Inc.",Bank Holding Company,1031681,51989,20070313,20130531
Stewardship Financial Corporation,Bank Holding Company,2290560,51999,20070330,20181231
"Vsb Bancorp, Inc.",Bank Holding Company,3165508,52002,20070330,20131231
"Atlantic Southern Financial Group, Inc.",Bank Holding Company,3264812,52130,20070416,20110128
C M S Bancorp Inc,Thrift holding company,3671960,52131,20070430,20150428
"Essa Bancorp, Inc.",Thrift holding company,3854268,52134,20070430,20181231
Tfs Financial Corp,Thrift holding company,3828045,52142,20070430,20181231
"First Capital Bancorp, Inc.",Bank Holding Company,3454172,52374,20070629,20151231
Discover Financial Services,Bank holding company,3846375,52396,20090313,20181231
Beneficial Mutual Bancorp Inc,Thrift holding company,3846629,52541,20070731,20181231
"Encore Bancshares, Inc.",Bank Holding Company,3555341,52543,20070718,20120731
Louisiana Bancorp Inc,Thrift holding company,3841914,52545,20070731,20150915
Silver State Bancorp,Bank Holding Company,2777614,52552,20070718,20080905
"First Financial Northwest, Inc.",Thrift holding company,3843628,52773,20071031,20181231
Laporte Bancorp Inc,Thrift holding company,3866739,52777,20071031,20121004
Townebank,Commercial Bank,2797724,52785,20071031,20181231
Western Liberty Bancorp,Bank Holding Company,3958988,52835,20101029,20120630
First Advantage Bancorp,Bank holding company,3842126,52860,20071130,20130531
Northfield Bancorp Inc,Thrift holding company,3132863,52863,20071130,20181231
Great Florida Bank,Commercial Bank,3277876,52879,20071205,20100519
"Danvers Bancorp, Inc.",Bank Holding Company,2704562,52919,20080110,20110630
"Meridian Interstate Bancorp, Inc",Bank Holding Company,3402472,52920,20080131,20140726
Meridian Bancorp Inc (Md),Bank Holding Company,1902651,52920,20140729,20181231
Cape Bancorp Inc,Thrift holding company,3832819,52948,20080229,20160429
"Midwestone Financial Group, Inc.",Bank Holding Company,1245228,52970,20080331,20181231
Malvern Federal Bancorp Inc,Thrift holding company,3805279,53026,20080530,20181231
"Bancorp Of New Jersey, Inc.",Bank Holding Company,3554250,53031,20080630,20181231
"Bridge Bancorp, Inc.",Bank Holding Company,1416523,53043,20080630,20181231
"First Savings Financial Group, Inc.",Thrift holding company,3908929,53097,20081031,20181231
"Home Bancorp, Inc.",Thrift holding company,3851191,53098,20081031,20181231
"Bank Of Kentucky Financial Corporation, The",Bank Holding Company,2291624,53105,20081128,20150619
Herald National Bank,Commercial Bank,3830235,53109,20081209,20120330
"1St Century Bancshares, Inc.",Bank Holding Company,3602236,53112,20081231,20160630
Dnb Financial Corporation,Bank Holding Company,1117455,53114,20090130,20181231
Oak Valley Bancorp,Bank holding company,3726440,53116,20090130,20181231
"Orrstown Financial Services, Inc.",Bank Holding Company,1248153,53141,20090430,20181231
Tower Bancorp Inc.,Bank Holding Company,1118292,53142,20090406,20110930
Territorial Bancorp Inc.,Thrift holding company,3954681,53187,20090731,20181231
"1St United Bancorp, Inc.",Bank Holding Company,2860431,53220,20090930,20141031
Hudson Valley Holding Corp.,Bank Holding Company,1048803,53222,20090930,20150629
First Chester County Corporation,Bank Holding Company,1118425,53249,20091023,20101210
Emclaire Financial Corp,Bank holding company,1480944,53285,20091130,20181231
Athens Bancshares Corp,,807272,53328,20100128,20151231
Athens Bancshares Corp,Bank Holding Company,4101437,53328,20100129,20151231
"Omniamerican Bancorp, Inc.",Thrift holding company,4131751,53333,20100129,20141217
"First Interstate Bancsystem, Inc.",Bank Holding Company,1123670,53368,20100331,20181231
Eagle Bancorp Montana Inc,Thrift holding company,4126609,53402,20100430,20181231
First American Financial Corporation,Thrift holding company,1250101,53407,20100630,20181231
"Peoples Federal Bancshares, Inc.",Thrift holding company,4183536,53475,20100730,20150220
Park Sterling Corporation,Bank Holding Company,4210478,53496,20110101,20171130
Standard Financial Corporation,Bank Holding Company,4183442,53545,20101029,20130930
First Republic Bank,Commercial Bank,4114567,53609,20101231,20181231
Acnb Corporation,Bank Holding Company,1117464,53624,20101231,20181231
Home Federal Bancorp Inc La,Thrift holding company,4253121,53628,20101231,20181231
"Anchor Bancorp, Inc.",Bank Holding Company,3843712,53636,20110131,20181115
"Bankunited, Inc.",Bank holding company,4028712,53647,20110131,20181231
Ally Financial Inc,Bank Holding Company,1562859,53687,20140430,20181231
Franklin Financial Corporation,Thrift holding company,3832604,53722,20110429,20150102
State Bank Financial Corporation,Bank Holding Company,4036324,53729,20110429,20181231
"First Connecticut Bancorp, Inc.",Bank Holding Company,3407598,53820,20110630,20180930
If Bancorp Inc,Thrift holding company,4299316,53847,20110729,20181231
"Palmetto Bancshares, Inc.",Bank holding company,1075984,53872,20110831,20150831
Farmers National Banc Corp.,Bank Holding Company,1071191,53882,20110930,20181231
Lcnb Corp.,Bank Holding Company,2759900,53883,20110930,20181231
"Poage Bankshares, Inc.",Thrift Holding Company,4303969,53886,20110913,20181207
"Asb Bancorp, Inc.",Bank holding company,4281441,53897,20111031,20170929
Bsb Bancorp Inc.,Bank holding company,3929791,53898,20111031,20181231
Bank Of The James Financial,Bank Holding Company,3217032,53976,20120131,20181231
"Wellesley Bancorp, Inc.",Bank Holding Company,4325121,53979,20120131,20181231
"Homestreet, Inc.",Thrift holding company,3843507,54001,20120229,20181231
Nationstar Mortgage,Domestic Entity Other,3935523,54012,20120318,20180731
Everbank Financial Corp,Thrift holding company,3838857,54068,20120531,20170630
"Georgetown Bancorp, Inc.",Thrift Holding Company,3919756,54148,20120711,20170523
Howard Bancorp Inc,Bank holding company,3386910,54149,20120731,20181231
"Hometrust Bancshares, Inc.",Thrift,4366003,54151,20120731,20181231
"Sound Financial Bancorp, Inc.",Bank Holding Company,3843646,54169,20121228,20181231
National Bank Holdings Corporation,Bank holding company,3973888,54180,20120928,20181231
Capital Bank Financial Corp.,Bank holding company,4160939,54191,20120928,20171130
Cu Bancorp/Ca,Bank Holding Company,4392132,54221,20121031,20171020
Hamilton Bancorp Inc/Md,Commercial Bank,365576,54223,20121031,20181231
"Madison County Financial, Inc.",Thrift,4441414,54229,20121004,20151030
Madison County Financial Inc,,385471,54229,20121031,20151030
Chemung Financial Corp,Bank Holding Company,1133594,54270,20121130,20181231
"Polonia Bancorp, Inc.",Thrift Holding Company,3845592,54272,20121113,20151231
Washingtonfirst Bankshares,Bank Holding Company,3922466,54285,20121231,20171229
Intermountain Community Bancorp,Bank Holding Company,2634490,54308,20130131,20141031
"Connectone Bancorp, Inc",Bank Holding Company,3778542,54329,20130228,20140630
First Internet Bancorp,Bank Holding Company,3393178,54332,20130228,20181231
Independent Bk Grp Inc,Bank Holding Company,3140288,54377,20130430,20181231
Westbury Bancorp Inc,Thrift holding company,4472249,54382,20130430,20171031
Westbury Bancorp Inc,Commercial Bank,524971,54382,20130430,20171031
Customers Bancorp Inc,Bank Holding Company,4284536,54408,20130531,20181231
First Nbc Bank Holding Co,Bank Holding Company,3485541,54417,20130531,20170428
Tristate Capital Hldgs Inc,Bank Holding Company,3475074,54422,20130531,20181231
Community Financial Cp (The),Bank Holding Company,2523389,54567,20130930,20181231
Stonegate Mortgage Corporation,Domestic Entity Other,3954878,54594,20131010,20170531
Baylake Corp,Bank Holding Company,1202708,54647,20131129,20160429
First Bank,Commercial Bank,3401970,54651,20131115,20181231
"Coastway Bancorp, Inc.",Bank Holding Company,4395683,54716,20140131,20181005
Talmer Bancorp Inc,Bank Holding Company,3609682,54747,20140228,20160831
Square 1 Financial Inc,Bank Holding Company,3345430,54795,20140331,20151006
Opus Bank,Commercial Bank,2047504,54825,20140430,20181231
Peoples Financial Services,Bank Holding Company,1139541,54827,20140430,20181231
Bankwell Financial Group Inc,Bank Holding Company,3553815,54858,20140530,20181231
First Mid Ill Bancshares Inc,Bank Holding Company,1206760,54861,20140530,20181231
Servisfirst Bancshares Inc,Bank Holding Company,3635319,54870,20140530,20181231
Stonegate Bank/Fl,Commercial Bank,3339046,54871,20140530,20170929
Synchrony Financial,Thrift holding company,4504654,54936,20140731,20181231
Blue Hills Bancorp Inc,Bank Holding Company,3742020,54948,20140731,20181231
Carolina Financial Corp,Bank Holding Company,2507790,54949,20140731,20181231
Investar Holding Corp,Bank Holding Company,4090054,54959,20140731,20181231
"Sunshine Bancorp, Inc.",Thrift Holding Company,4648718,54972,20140715,20171229
C1 Financial Inc,Bank Holding Company,4558901,54982,20140829,20160721
Fcb Financial Holdings Inc,Bank Holding Company,3944628,54983,20140829,20181231
Green Bancorp Inc,Bank Holding Company,3474835,54993,20140829,20181231
Citizens Financial Group Inc,Bank Holding Company,1132449,55006,20140930,20181231
Middlefield Banc Corp,Bank Holding Company,1398740,55027,20140930,20181231
Cb Financial Services Inc,Bank Holding Company,3333718,55036,20141128,20181231
Great Western Bancorp Inc,Bank Holding Company,4809920,55050,20141031,20181231
Entegra Financial Corp,Bank Holding Company,2427665,55074,20141031,20181231
"Melrose Bancorp, Inc.",Bank Holding Company,4647887,55079,20141022,20181231
Veritex Holdings Inc,Bank Holding Company,4105266,55085,20141031,20181231
First Foundation Inc,Bank Holding Company,3842658,55109,20141128,20181231
Triumph Bancorp Inc,Bank Holding Company,3233126,55123,20141128,20181231
First Northwest Bancorp,Bank Holding Company,4438366,55170,20150130,20181231
County Bancorp Inc,Bank Holding Company,2524788,55171,20150130,20181231
Avenue Financial Holdings,Bank Holding Company,3541483,55189,20150227,20160630
Franklin Finl Network Inc,Bank Holding Company,3637582,55204,20150331,20181231
National Commerce Corp,Bank Holding Company,3551389,55213,20150331,20181231
Peoples Utah Bancorp,Bank Holding Company,2748995,55319,20150630,20181231
Commerce Union Bancshares/Tn,Bank Holding Company,3729562,55349,20150731,20181231
Equitable Financial Corp.,Thrift Holding Company,4841041,55354,20150709,20180731
First Cmnty Finl Partners,Bank Holding Company,3447585,55356,20150731,20170630
Live Oak Bancshares Inc,Bank Holding Company,3884863,55361,20150731,20181231
Provident Bancorp Inc,Bank Holding Company,2838159,55368,20150731,20181231
Atlantic Cap Bancshares Inc,Bank Holding Company,3555686,55423,20151130,20181231
Allegiance Bancshares Inc,Bank Holding Company,3744239,55451,20151030,20181231
Equity Bancshares Inc,Bank Holding Company,3180547,55480,20151130,20181231
First Guaranty Bancshares,Bank Holding Company,3589560,55481,20151130,20181231
Smartfinancial Inc,Bank Holding Company,1131497,55508,20151231,20181231
Nicolet Bankshares Inc,Bank Holding Company,3103603,55525,20160229,20181231
Midland States Bancorp,Bank Holding Company,1491351,55567,20160531,20181231
Harborone Bancorp Inc,Bank Holding Company,4973362,55587,20160630,20181231
Paragon Commercial Corp,Bank Holding Company,3021800,55590,20160630,20180126
"Fsb Bancorp, Inc.",Bank Holding Company,3793657,55616,20160714,20181231
"Randolph Bancorp, Inc.",Bank Holding Company,3122846,55624,20160701,20181231
"Wcf Bancorp, Inc.",Thrift Holding Company,4974631,55628,20160714,20181231
"First Hawaiian, Inc.",Bank Holding Company,1025608,55670,20160804,20181231
Capstar Financial Hldgs Inc,Bank Holding Company,4933272,55691,20160930,20181231
Fb Financial Corp,Bank Holding Company,1132104,55705,20160930,20181231
"Bancorp 34, Inc.",Thrift Holding Company,5009026,55745,20161012,20181231
Hometown Bankshares Corp,Bank Holding Company,3848342,55751,20161031,20181231
Cadence Bancorporation,Bank Holding Company,4037349,55903,20170428,20180914
Fnb Bancorp Calif,Bank Holding Company,3047743,55917,20170428,20180706
Pcsb Financial Corp,Bank Holding Company,5079476,55919,20170428,20181231
Farmers & Merchants Bcp/Oh,Bank Holding Company,1134630,55935,20170531,20181231
Byline Bancorp Inc,Bank Holding Company,1204627,55968,20170630,20181231
Esquire Fincl Hold Inc,,3447820,55987,20170630,20181231
Rbb Bancorp,Bank Holding Company,4176855,56013,20170731,20181231
Bank Of Princeton,Commercial Bank,3595271,56029,20170831,20181231
Cambridge Bancorp,Bank Holding Company,1115013,56091,20171031,20181231
Fidelity D & D Bancorp Inc,Bank Holding Company,2858773,56094,20171031,20181231
Merchants Bancorp,Bank Holding Company,3530786,56101,20171031,20181231
Cbtx Inc,Bank Holding Company,3594872,56153,20171130,20181231
Meridian Corp,Commercial Bank,3271799,56158,20171130,20181231
Sterling Bancorp Inc,Thrift holding company,3852031,56160,20171130,20181231
Luther Burbank Corp,Commercial Bank,497570,56176,20171228,20181231
Luther Burbank Corp,Bank Holding Company,3814208,56176,20171229,20181231
Mvb Financial Corp,Bank Holding Company,3211601,56179,20171229,20181231
Bridgewater Bancshares,Bank Holding Company,3378764,56293,20180329,20181231
Fncb Bancorp Inc,Bank Holding Company,2560263,56297,20180328,20181231
Op Bancorp,Commercial Bank,3357219,56301,20180328,20181231
Business First Bancshs Inc,Bank Holding Company,3488850,56331,20180430,20181231
Columbia Financial Inc,Thrift holding company,2571120,56334,20180430,20181231
Level One Bancorp Inc,Bank Holding Company,3612543,56340,20180430,20181231
First Choice Bancorp,,3374878,56362,20180531,20181231
Baycom Corp,,3281510,56364,20180531,20181231
Origin Bancorp,Bank Holding Company,1885307,56376,20180531,20181231
Coastal Financial Corp,Bank Holding Company,3203008,56451,20180731,20181231
First Wstrn Finncil Inc,Bank Holding Company,3189906,56459,20180731,20181231
Amalgamated Bk New York N Y,Bank Holding Company,4400336,56481,20180831,20181231
Amerant Bancorp Inc,Bank Holding Company,1135972,56487,20180831,20181231
Pacific City Financial Corp,Bank Holding Company,3595084,56488,20180831,20181231
Bank7 Corp,Bank Holding Company,3256134,56516,20180928,20181231
Capital Bancorp Inc,Bank Holding Company,2808590,56518,20180928,20181231
Fvcbankcorp Inc,,3614976,56521,20180928,20181231
Bank First National Corp,Bank Holding Company,1208009,56557,20181031,20181231
SPIRIT OF TEXAS BANCSHARES INC,,3818390,56366,20180101,20180630
